strategy,n_years,hit_counter,total_counter,percentage
strategy_6,12.0,1482.0,2093.0,0.7080745341614907
strategy_7,12.0,1506.0,2093.0,0.7195413282369804
strategy_8,12.0,1574.0,2093.0,0.7520305781175346
strategy_9,12.0,1594.0,2093.0,0.7615862398471094
strategy_10,12.0,1561.0,2093.0,0.745819397993311
